Latitude,Longitude
53.517556,-2.15919
53.517128,-2.163909
53.518917,-2.163328
53.516662,-2.162535
53.517556,-2.15919
53.52161,-2.159191
53.517738,-2.157608
53.520316,-2.158748
53.518171,-2.163506
53.517738,-2.157608
53.517738,-2.157608
53.518917,-2.163328
53.516963,-2.159641
53.518917,-2.163328
53.518171,-2.163506
53.518917,-2.163328
53.518917,-2.163328
53.520316,-2.158748
53.520324,-2.231325
53.520222,-2.232546
53.519034,-2.23355
53.51912,-2.231077
53.51792,-2.233333
53.519034,-2.23355
53.512155,-2.225957
53.512155,-2.225957
53.519034,-2.23355
53.519034,-2.23355
53.51792,-2.233333
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.512155,-2.225957
53.519034,-2.23355
53.520222,-2.232546
53.519034,-2.23355
53.520324,-2.231325
53.519034,-2.23355
53.512155,-2.225957
53.512785,-2.225056
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.520324,-2.231325
53.519034,-2.23355
53.519034,-2.23355
53.519034,-2.23355
53.520082,-2.230645
53.519034,-2.23355
53.519094,-2.211199
53.509881,-2.210836
53.515939,-2.211289
53.516563,-2.213855
53.509881,-2.210836
53.514246,-2.212683
53.512943,-2.212736
53.512943,-2.212736
53.512943,-2.212736
53.512943,-2.212736
53.512943,-2.212736
53.514214,-2.210677
53.509572,-2.213066
53.512943,-2.212736
53.514246,-2.212683
53.514246,-2.212683
53.508778,-2.214314
53.512218,-2.210818
53.512218,-2.210818
53.513287,-2.21601
53.512218,-2.210818
53.513944,-2.210856
53.516563,-2.213855
53.509572,-2.213066
53.512218,-2.210818
53.512218,-2.210818
53.514246,-2.212683
53.515368,-2.213472
53.512218,-2.210818
53.512218,-2.210818
53.510471,-2.21286
53.509572,-2.213066
53.512943,-2.212736
53.512943,-2.212736
53.512943,-2.212736
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512943,-2.212736
53.512218,-2.210818
53.512769,-2.214243
53.514246,-2.212683
53.512943,-2.212736
53.512769,-2.214243
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512769,-2.214243
53.512943,-2.212736
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.512218,-2.210818
53.509881,-2.210836
53.512218,-2.210818
53.509881,-2.210836
53.509645,-2.212132
53.514246,-2.212683
53.512218,-2.210818
53.514246,-2.212683
53.512769,-2.214243
53.509881,-2.210836
53.512218,-2.210818
53.512943,-2.212736
53.512943,-2.212736
53.512943,-2.212736
53.512218,-2.210818
53.512218,-2.210818
53.509881,-2.210836
53.513088,-2.217231
53.508778,-2.214314
53.513287,-2.21601
53.510382,-2.21206
53.512218,-2.210818
53.510471,-2.21286
53.512943,-2.212736
53.510382,-2.21206
53.514118,-2.208761
53.51837,-2.213849
53.510554,-2.21666
53.516508,-2.219269
53.51447,-2.217917
53.511085,-2.21624
53.517478,-2.219712
53.517478,-2.219712
53.511776,-2.216651
53.517538,-2.216575
53.517306,-2.215443
53.511047,-2.217356
53.516114,-2.218679
53.516249,-2.2085
53.51415,-2.205926
53.516468,-2.206872
53.516984,-2.204658
53.514642,-2.207286
53.515805,-2.210549
53.514905,-2.206035
53.516851,-2.20327
53.516526,-2.204083
53.514905,-2.206035
53.516249,-2.2085
53.516249,-2.2085
53.516526,-2.204083
53.515095,-2.210621
53.515789,-2.209146
53.516249,-2.2085
53.516249,-2.2085
53.515805,-2.210549
53.515805,-2.210549
53.515805,-2.210549
53.514445,-2.201841
53.516098,-2.202512
53.514018,-2.198868
53.514018,-2.198868
53.514283,-2.201795
53.514283,-2.201795
53.514445,-2.201841
53.51715,-2.20217
53.515181,-2.197049
53.514018,-2.198868
53.514369,-2.199066
53.510232,-2.199936
53.513252,-2.200131
53.513187,-2.201548
53.513187,-2.201548
53.513516,-2.198263
53.513252,-2.200131
53.509349,-2.20141
53.513187,-2.201548
53.513226,-2.199558
53.513516,-2.198263
53.510041,-2.201624
53.510232,-2.199936
53.512742,-2.198651
53.513187,-2.201548
53.513053,-2.200764
53.512305,-2.197066
53.510877,-2.201387
53.512374,-2.203837
53.510853,-2.199803
53.512374,-2.203837
53.509416,-2.199103
53.513226,-2.199558
53.510041,-2.201624
53.512305,-2.197066
53.513187,-2.201548
53.512619,-2.202601
53.513516,-2.198263
53.509349,-2.20141
53.512305,-2.197066
53.512742,-2.198651
53.511259,-2.204193
53.513187,-2.201548
53.513252,-2.200131
53.509349,-2.20141
53.512742,-2.198651
53.512374,-2.203837
53.512742,-2.198651
53.512742,-2.198651
53.512374,-2.203837
53.508392,-2.192946
53.509051,-2.191381
53.513013,-2.19262
53.510167,-2.190527
53.510167,-2.190527
53.511592,-2.193021
53.508797,-2.187369
53.509157,-2.192467
53.513013,-2.19262
53.508857,-2.194727
53.50999,-2.188566
53.509051,-2.191381
53.508392,-2.192946
53.511592,-2.193021
53.510167,-2.190527
53.510167,-2.190527
53.508392,-2.192946
53.508392,-2.192946
53.510167,-2.190527
53.51434,-2.194692
53.511607,-2.194831
53.510645,-2.194841
53.51366,-2.192789
53.509805,-2.197717
53.513726,-2.196122
53.51366,-2.192789
53.513726,-2.196122
53.51434,-2.194692
53.513134,-2.195757
53.51434,-2.194692
53.510138,-2.197131
53.513726,-2.196122
53.513134,-2.195757
53.514457,-2.194617
53.512668,-2.194715
53.51366,-2.192789
53.51366,-2.192789
53.511392,-2.194588
53.509805,-2.197717
53.511392,-2.194588
53.509805,-2.197717
53.509805,-2.197717
53.51434,-2.194692
53.512038,-2.195104
53.510486,-2.193076
53.510486,-2.193076
53.511392,-2.194588
53.509805,-2.197717
53.515388,-2.191063
53.516979,-2.196967
53.515388,-2.191063
53.518123,-2.189672
53.516572,-2.192968
53.518123,-2.189672
53.516572,-2.192968
53.506371,-2.241592
53.507571,-2.234844
53.507571,-2.234844
53.509108,-2.239587
53.507571,-2.234844
53.507459,-2.241447
53.507046,-2.241475
53.50705,-2.239168
53.507459,-2.241447
53.507459,-2.241447
53.50705,-2.239168
53.505341,-2.239746
53.50705,-2.239168
53.507903,-2.23955
53.507459,-2.241447
53.50849,-2.238483
53.507459,-2.241447
53.50705,-2.239168
53.50259,-2.226208
53.501974,-2.229129
53.503595,-2.227072
53.503595,-2.227072
53.507395,-2.22848
53.509321,-2.227269
53.507395,-2.22848
53.50259,-2.226208
53.502897,-2.230385
53.501974,-2.229129
53.505972,-2.22998
53.507781,-2.233141
53.507395,-2.22848
53.50945,-2.234809
53.502096,-2.230894
53.502897,-2.230385
53.508494,-2.227219
53.502897,-2.230385
53.502096,-2.230894
53.502096,-2.230894
53.507395,-2.22848
53.509645,-2.24057
53.51072,-2.238013
53.51032,-2.240227
53.510572,-2.23578
53.51032,-2.240227
53.51032,-2.240227
53.51025,-2.239442
53.51032,-2.240227
53.51072,-2.238013
53.51032,-2.240227
53.513469,-2.242944
53.518826,-2.252039
53.513469,-2.242944
53.517275,-2.249858
53.513469,-2.242944
53.513469,-2.242944
53.512233,-2.245289
53.513469,-2.242944
53.517524,-2.246798
53.513469,-2.242944
53.513469,-2.242944
53.513469,-2.242944
53.513469,-2.242944
53.512233,-2.245289
53.513469,-2.242944
53.517186,-2.245182
53.51514,-2.243572
53.513469,-2.242944
53.513469,-2.242944
53.516589,-2.242404
53.51514,-2.243572
53.513469,-2.242944
53.516589,-2.242404
53.516589,-2.242404
53.514912,-2.240977
53.515994,-2.243275
53.517275,-2.249858
53.51792,-2.242427
53.516867,-2.242888
53.515468,-2.241628
53.513469,-2.242944
53.513469,-2.242944
53.517186,-2.245182
53.517186,-2.245182
53.517275,-2.249858
53.515468,-2.241628
53.513469,-2.242944
53.518826,-2.252039
53.514912,-2.240977
53.517275,-2.249858
53.513806,-2.241046
53.513469,-2.242944
53.513469,-2.242944
53.516439,-2.24554
53.513469,-2.242944
53.513469,-2.242944
53.517275,-2.249858
53.513469,-2.242944
53.517186,-2.245182
53.516589,-2.242404
53.513469,-2.242944
53.51792,-2.242427
53.513469,-2.242944
53.513469,-2.242944
53.513469,-2.242944
53.516589,-2.242404
53.512233,-2.245289
53.516589,-2.242404
53.516439,-2.24554
53.515994,-2.243275
53.516439,-2.24554
53.515994,-2.243275
53.513469,-2.242944
53.517186,-2.245182
53.515309,-2.244206
53.513469,-2.242944
53.517524,-2.246798
53.51792,-2.242427
53.516589,-2.242404
53.515309,-2.244206
53.51792,-2.242427
53.516589,-2.242404
53.51514,-2.243572
53.51514,-2.243572
53.517275,-2.249858
53.517275,-2.249858
53.516479,-2.243504
53.515468,-2.241628
53.513806,-2.241046
53.513469,-2.242944
53.516589,-2.242404
53.516597,-2.238468
53.517236,-2.238426
53.51811,-2.237194
53.515991,-2.236172
53.515991,-2.236172
53.516419,-2.237849
53.513745,-2.240246
53.515862,-2.237604
53.515862,-2.237604
53.515341,-2.237616
53.512717,-2.241432
53.515341,-2.237616
53.513274,-2.237288
53.514924,-2.234854
53.515603,-2.236894
53.514296,-2.23844
53.513274,-2.237288
53.515341,-2.237616
53.515341,-2.237616
53.514924,-2.234854
53.515603,-2.236894
53.515603,-2.236894
53.516894,-2.234187
53.514924,-2.234854
53.515047,-2.236107
53.517236,-2.238426
53.515479,-2.236109
53.515603,-2.236894
53.515603,-2.236894
53.515341,-2.237616
53.513285,-2.236112
53.51085,-2.235691
53.511043,-2.224534
53.512623,-2.234645
53.511043,-2.224534
53.515804,-2.230712
53.513728,-2.235179
53.513118,-2.229521
53.517406,-2.22971
53.517406,-2.22971
53.513628,-2.230896
53.512179,-2.222715
53.511821,-2.235787
53.513728,-2.235179
53.513118,-2.229521
53.515804,-2.230712
53.511751,-2.234867
53.515804,-2.230712
53.513785,-2.233234
53.517406,-2.22971
53.513785,-2.233234
53.513728,-2.235179
53.511751,-2.234867
53.514103,-2.236116
53.513274,-2.232855
53.51085,-2.235691
53.514451,-2.233117
53.514451,-2.233117
53.511821,-2.235787
53.513118,-2.229521
53.517406,-2.22971
53.517406,-2.22971
53.511751,-2.234867
53.511821,-2.235787
53.511751,-2.234867
53.515804,-2.230712
53.513728,-2.235179
53.511821,-2.235787
53.517406,-2.22971
53.511751,-2.234867
53.517406,-2.22971
53.51426,-2.229542
53.515804,-2.230712
53.517406,-2.22971
53.51426,-2.229542
53.517406,-2.22971
53.515804,-2.230712
53.511821,-2.235787
53.517406,-2.22971
53.517406,-2.22971
53.517406,-2.22971
53.511751,-2.234867
53.517406,-2.22971
53.513274,-2.232855
53.515804,-2.230712
53.515804,-2.230712
53.515804,-2.230712
53.515804,-2.230712
53.513628,-2.230896
53.511871,-2.20878
53.502037,-2.199023
53.508833,-2.208599
53.51186,-2.205101
53.509514,-2.209809
53.502037,-2.199023
53.508833,-2.208599
53.502037,-2.199023
53.502976,-2.206671
53.51336,-2.205576
53.511787,-2.205764
53.511871,-2.20878
53.512793,-2.205754
53.507057,-2.211636
53.50859,-2.209051
53.508319,-2.209502
53.511704,-2.206457
53.510064,-2.209284
53.502037,-2.199023
53.511942,-2.204438
53.511704,-2.206457
53.500145,-2.206537
53.511491,-2.20534
53.500145,-2.206537
53.511491,-2.20534
53.511704,-2.206457
53.511787,-2.205764
53.502037,-2.199023
53.502976,-2.206671
53.502037,-2.199023
53.51234,-2.207787
53.508833,-2.208599
53.503482,-2.194823
53.499928,-2.207274
53.503482,-2.194823
53.502037,-2.199023
53.511942,-2.204438
53.502037,-2.199023
53.51336,-2.205576
53.51186,-2.205101
53.502037,-2.199023
53.502037,-2.199023
53.508833,-2.208599
53.51221,-2.205148
53.502037,-2.199023
53.51336,-2.205576
53.511491,-2.20534
53.50859,-2.209051
53.502037,-2.199023
53.50859,-2.209051
53.502037,-2.199023
53.500145,-2.206537
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.499747,-2.208208
53.510263,-2.208561
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.512502,-2.208014
53.508813,-2.210167
53.508833,-2.208599
53.500618,-2.208649
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.512479,-2.205632
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.500618,-2.208649
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.508902,-2.210439
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502037,-2.199023
53.502976,-2.206671
53.51005,-2.217095
53.507863,-2.218621
53.507491,-2.215589
53.506123,-2.216502
53.507863,-2.218621
